"DatesR","P","T","E","Qls","Qmm"
1998-11-02,1,5.3,0.6,1510,0.3624
1998-11-03,0,1.2,0.4,1770,0.4248
1998-11-04,0,0.9,0.4,1700,0.408
1998-11-05,0.5,2.7,0.5,1510,0.3624
1998-11-06,0.1,4.6,0.6,1510,0.3624
1998-11-07,0,5.7,0.6,1640,0.3936
1998-11-08,0.7,6.4,0.7,1760,0.4224
1998-11-09,0,5.5,0.6,1760,0.4224
1998-11-10,0,10.3,0.9,1510,0.3624
1998-11-11,0,11.7,0.9,1510,0.3624
1998-11-12,0,11.2,0.9,1640,0.3936
1998-11-13,9.8,12.2,0.9,1510,0.3624
1998-11-14,0.2,11.8,0.9,1760,0.4224
1998-11-15,0.3,12.7,0.9,1890,0.4536
1998-11-16,0.2,11.1,0.8,1640,0.3936
1998-11-17,0.7,7.8,0.7,1390,0.3336
1998-11-18,0,4.2,0.5,1270,0.3048
1998-11-19,0.3,6.9,0.6,1270,0.3048
1998-11-20,2.1,7.2,0.6,1390,0.3336
1998-11-21,13,6.1,0.6,1390,0.3336
1998-11-22,8.9,9.5,0.7,2930,0.7032
1998-11-23,1.3,3.4,0.4,4390,1.0536
1998-11-24,1.7,4.3,0.5,3650,0.876
1998-11-25,0,7.5,0.6,2150,0.516
1998-11-26,1.2,4.8,0.5,2150,0.516
1998-11-27,0,0.4,0.2,2660,0.6384
1998-11-28,0,-0.2,0.2,2150,0.516
1998-11-29,0,-1.4,0.2,2020,0.4848
1998-11-30,0,0.1,0.2,1760,0.4224
1998-12-01,0,1.2,0.3,1760,0.4224
1998-12-02,0,1.3,0.3,1510,0.3624
1998-12-03,0,2.5,0.3,1760,0.4224
1998-12-04,0,3.6,0.4,1640,0.3936
1998-12-05,0,4.7,0.4,1890,0.4536
1998-12-06,4,6.2,0.5,1890,0.4536
1998-12-07,0,8.2,0.6,1890,0.4536
1998-12-08,14.6,9.8,0.6,1890,0.4536
1998-12-09,3.6,4.1,0.4,4390,1.0536
1998-12-10,0,-0.2,0.2,11000,2.64
1998-12-11,0,-0.7,0.2,2930,0.7032
1998-12-12,0,-1.3,0.1,3780,0.9072
1998-12-13,2.7,3.1,0.3,2930,0.7032
1998-12-14,1.8,2,0.3,3490,0.8376
1998-12-15,3,3.1,0.3,2660,0.6384
1998-12-16,4.4,4.7,0.4,2660,0.6384
1998-12-17,7,3.7,0.4,2930,0.7032
1998-12-18,7.8,9.4,0.6,3490,0.8376
1998-12-19,1,4.5,0.4,4080,0.9792
1998-12-20,2.9,2.4,0.3,4710,1.1304
1998-12-21,3.8,0.6,0.2,4710,1.1304
1998-12-22,3.9,-1.7,0.2,5750,1.38
1998-12-23,5.1,-2.6,0.1,6400,1.536
1998-12-24,0.4,-3.3,0.1,4390,1.0536
1998-12-25,25.5,-2.3,0.1,4390,1.0536
1998-12-26,12.9,3.7,0.4,17400,4.176
1998-12-27,3.9,1.7,0.3,28100,6.744
1998-12-28,2.6,3.1,0.4,24200,5.808
1998-12-29,0.4,5.9,0.5,22600,5.424
1998-12-30,0.3,5.8,0.4,20500,4.92
1998-12-31,3.2,7.4,0.5,19900,4.776
1999-01-01,3.6,10.1,0.6,16700,4.008
1999-01-02,7.9,4.8,0.4,17800,4.272
1999-01-03,1.6,-0.8,0.2,20700,4.968
1999-01-04,1,-3.3,0.1,18300,4.392
1999-01-05,4.6,2.9,0.3,15900,3.816
1999-01-06,2.5,2.5,0.3,17800,4.272
1999-01-07,1.7,-2.5,0.1,15000,3.6
1999-01-08,0,-7.1,0,12400,2.976
1999-01-09,0.6,-3.2,0.1,11600,2.784
1999-01-10,2.2,-1,0.2,12000,2.88
1999-01-11,1.5,-10,0,10400,2.496
1999-01-12,0.6,-15.5,0,9600,2.304
1999-01-13,5,-10.5,0,10400,2.496
1999-01-14,8.8,-10.2,0,8200,1.968
1999-01-15,2.5,-10.8,0,7800,1.872
1999-01-16,0.4,-12.7,0,7800,1.872
1999-01-17,0.2,-11.6,0,7800,1.872
1999-01-18,0,-9.1,0,7800,1.872
1999-01-19,0.1,-6.9,0,7800,1.872
1999-01-20,0,-6.7,0,7800,1.872
1999-01-21,0,-6.7,0,7800,1.872
1999-01-22,0,-6.5,0,6000,1.44
1999-01-23,0,-6,0,4600,1.104
1999-01-24,0,-4.7,0,4600,1.104
1999-01-25,0,-2.9,0.1,4400,1.056
1999-01-26,0.2,-3.9,0.1,4400,1.056
1999-01-27,5.2,-2.1,0.2,4800,1.152
1999-01-28,4.9,0.6,0.3,11000,2.64
1999-01-29,0,-2.5,0.1,10400,2.496
1999-01-30,0,-5.8,0,7000,1.68
1999-01-31,0,-3.1,0.1,6800,1.632
1999-02-01,0,-0.8,0.2,6450,1.548
1999-02-02,1.2,1.4,0.4,6450,1.548
1999-02-03,1.9,2.9,0.5,7450,1.788
1999-02-04,0,2.4,0.4,8150,1.956
1999-02-05,0.2,0.4,0.3,9250,2.22
1999-02-06,3.7,1.2,0.4,9250,2.22
1999-02-07,5.3,5.2,0.6,12000,2.88
1999-02-08,0.1,6.6,0.7,15000,3.6
1999-02-09,6.6,6.9,0.8,12900,3.096
1999-02-10,2.9,6,0.7,17300,4.152
1999-02-11,2.1,4.6,0.6,17300,4.152
1999-02-12,5.3,2.3,0.5,17300,4.152
1999-02-13,2.3,2.3,0.5,19200,4.608
1999-02-14,3.9,5.2,0.7,16400,3.936
1999-02-15,3.3,0.8,0.4,16900,4.056
1999-02-16,3.9,-1.8,0.2,15500,3.72
1999-02-17,2.7,-3,0.1,14600,3.504
1999-02-18,2.1,-4.3,0.1,12900,3.096
1999-02-19,4.1,-4.9,0,12400,2.976
1999-02-20,2.8,-4.2,0.1,11600,2.784
1999-02-21,2.3,-3.1,0.2,11600,2.784
1999-02-22,0.1,-3.2,0.2,9650,2.316
1999-02-23,0,-1.4,0.3,7650,1.836
1999-02-24,0,-0.7,0.3,10000,2.4
1999-02-25,3.8,4.4,0.8,9650,2.316
1999-02-26,1.2,7.2,1,12900,3.096
1999-02-27,2,8.9,1.1,16900,4.056
1999-02-28,0.9,9.1,1.2,16900,4.056
1999-03-01,0.7,8.1,1.1,16900,4.056
1999-03-02,0.1,9,1.2,16900,4.056
1999-03-03,1.6,-1.1,0.3,13700,3.288
1999-03-04,2.1,-0.5,0.4,13300,3.192
1999-03-05,0,0.2,0.5,14100,3.384
1999-03-06,0,-1.1,0.4,11200,2.688
1999-03-07,1.1,1.7,0.6,8500,2.04
1999-03-08,0.2,3.9,0.8,9650,2.316
1999-03-09,0.1,4,0.8,8500,2.04
1999-03-10,0,1.5,0.6,7800,1.872
1999-03-11,0,0.7,0.5,6800,1.632
1999-03-12,0,0.4,0.5,6450,1.548
1999-03-13,0.4,1.1,0.6,6800,1.632
1999-03-14,0.1,-1.4,0.3,6450,1.548
1999-03-15,0.1,-1.5,0.4,5800,1.392
1999-03-16,1.5,1.2,0.6,5800,1.392
1999-03-17,0.1,1.5,0.7,5200,1.248
1999-03-18,3.5,3.9,0.9,5350,1.284
1999-03-19,2.1,1.6,0.7,5200,1.248
1999-03-20,0.6,0,0.5,4880,1.1712
1999-03-21,1.3,2.8,0.8,4310,1.0344
1999-03-22,0.2,3.2,0.9,4310,1.0344
1999-03-23,0,6.1,1.2,4310,1.0344
1999-03-24,0.8,9.9,1.7,4030,0.9672
1999-03-25,13.6,9.7,1.7,3490,0.8376
1999-03-26,0.1,5.9,1.2,7000,1.68
1999-03-27,12.7,8.5,1.5,5800,1.392
1999-03-28,2.3,5.8,1.2,8750,2.1
1999-03-29,4.4,1.5,0.8,9650,2.316
1999-03-30,1.9,1,0.7,10500,2.52
1999-03-31,0.1,2.4,0.9,8150,1.956
1999-04-01,1.7,2.1,0.9,10200,2.448
1999-04-02,3.4,5.4,1.3,9300,2.232
1999-04-03,13.2,8.5,1.6,10200,2.448
1999-04-04,0.9,3.9,1.1,10700,2.568
1999-04-05,2.3,6.2,1.4,11200,2.688
1999-04-06,0,10.3,1.9,9650,2.316
1999-04-07,8.2,11.9,2.1,8900,2.136
1999-04-08,9,9.7,1.9,10800,2.592
1999-04-09,3.1,8.1,1.7,13300,3.192
1999-04-10,0.1,6.1,1.5,13300,3.192
1999-04-11,2.6,6.3,1.5,10600,2.544
1999-04-12,0.1,5.1,1.3,11800,2.832
1999-04-13,0,4,1.2,11600,2.784
1999-04-14,0,5.6,1.4,9100,2.184
1999-04-15,0,6.6,1.6,8550,2.052
1999-04-16,0,8.9,1.9,8500,2.04
1999-04-17,0,11.7,2.3,8000,1.92
1999-04-18,0.1,13.2,2.5,6800,1.632
1999-04-19,4.1,13,2.5,6450,1.548
1999-04-20,4.3,10.1,2.1,6800,1.632
1999-04-21,0,7.1,1.7,6800,1.632
1999-04-22,0,7.8,1.8,5050,1.212
1999-04-23,0,13.1,2.6,4310,1.0344
1999-04-24,0.1,13.7,2.7,4030,0.9672
1999-04-25,0,11.8,2.5,4030,0.9672
1999-04-26,8.1,12.2,2.5,4310,1.0344
1999-04-27,0,13,2.7,4880,1.1712
1999-04-28,0,14.5,2.9,3750,0.9
1999-04-29,0,15.7,3.1,3230,0.7752
1999-04-30,0,13.7,2.8,2980,0.7152
1999-05-01,0,14.2,2.9,2980,0.7152
1999-05-02,7.7,14.4,3,3230,0.7752
1999-05-03,7.1,6.5,1.8,3230,0.7752
1999-05-04,48.3,1.8,1.1,6300,1.512
1999-05-05,25.2,4,1.4,16300,3.912
1999-05-06,0.4,6.7,1.8,37700,9.048
1999-05-07,0,7.3,1.9,30600,7.344
1999-05-08,0,8.9,2.2,26100,6.264
1999-05-09,0,14,3,23700,5.688
1999-05-10,4.4,14.1,3,20900,5.016
1999-05-11,0,11.7,2.7,18800,4.512
1999-05-12,14.2,8.8,2.2,16300,3.912
1999-05-13,5.8,5.8,1.7,18300,4.392
1999-05-14,0.9,7.5,2,15800,3.792
1999-05-15,10.3,8,2.1,14900,3.576
1999-05-16,0,6.9,1.9,15800,3.792
1999-05-17,0.4,8.7,2.3,11600,2.784
1999-05-18,3.7,9.5,2.4,12200,2.928
1999-05-19,1.7,8.6,2.3,11000,2.64
1999-05-20,0.2,9.1,2.3,9500,2.28
1999-05-21,2.9,6.3,1.9,7450,1.788
1999-05-22,0.4,5.8,1.8,7450,1.788
1999-05-23,0,8,2.2,7800,1.872
1999-05-24,0.1,13.6,3.1,6550,1.572
1999-05-25,0.1,14.9,3.3,5400,1.296
1999-05-26,6.8,14.3,3.2,4600,1.104
1999-05-27,9.6,12.1,2.9,5250,1.26
1999-05-28,1.7,12.5,3,5650,1.356
1999-05-29,0,11.2,2.7,5650,1.356
1999-05-30,0,12.2,2.9,4250,1.02
1999-05-31,0.1,13.2,3.1,3880,0.9312
1999-06-01,0,12.7,3,3440,0.8256
1999-06-02,3.1,14.9,3.4,3220,0.7728
1999-06-03,13.2,14,3.2,3440,0.8256
1999-06-04,11.4,11.6,2.8,5550,1.332
1999-06-05,0,12.5,3,6250,1.5
1999-06-06,6.8,16.2,3.7,4600,1.104
1999-06-07,15.8,14.7,3.4,6300,1.512
1999-06-08,2.7,10.9,2.8,7150,1.716
1999-06-09,0.9,9.5,2.5,5950,1.428
1999-06-10,7.9,12.2,3,6250,1.5
1999-06-11,3.6,15.2,3.5,5400,1.296
1999-06-12,0.4,15.7,3.6,5550,1.332
1999-06-13,6,16,3.7,5400,1.296
1999-06-14,33,11.1,2.8,6000,1.44
1999-06-15,9.1,10.1,2.6,21500,5.16
1999-06-16,8.4,9.3,2.5,20700,4.968
1999-06-17,7.9,10.3,2.7,20700,4.968
1999-06-18,10.2,12.6,3.1,22800,5.472
1999-06-19,6,12.6,3.1,23300,5.592
1999-06-20,3.4,10.4,2.7,24400,5.856
1999-06-21,0.7,12.4,3,22800,5.472
1999-06-22,0.8,14.2,3.3,18800,4.512
1999-06-23,0.7,15.2,3.5,16400,3.936
1999-06-24,0,15.1,3.5,14600,3.504
1999-06-25,2.4,16.9,3.8,12900,3.096
1999-06-26,13.2,15.5,3.6,16700,4.008
1999-06-27,0,16.2,3.7,14100,3.384
1999-06-28,0,19.3,4.2,11800,2.832
1999-06-29,0,22.8,4.8,9450,2.268
1999-06-30,0,21.9,4.6,8150,1.956
1999-07-01,0.9,20.6,4.4,6950,1.668
1999-07-02,0,20.3,4.4,6450,1.548
1999-07-03,0,20.5,4.4,5500,1.32
1999-07-04,0,20.9,4.5,4880,1.1712
1999-07-05,0,21.1,4.5,4170,1.0008
1999-07-06,9.6,20.6,4.4,3490,0.8376
1999-07-07,9.5,19.2,4.2,5450,1.308
1999-07-08,0,18.9,4.1,10100,2.424
1999-07-09,0,16.5,3.7,5850,1.404
1999-07-10,0,16.3,3.7,4880,1.1712
1999-07-11,0,20.6,4.4,4170,1.0008
1999-07-12,0,21.6,4.5,3490,0.8376
1999-07-13,0.2,21.2,4.4,3750,0.9
1999-07-14,12.2,21.2,4.4,3230,0.7752
1999-07-15,1.9,19.5,4.1,4880,1.1712
1999-07-16,25,18.1,3.9,3370,0.8088
1999-07-17,5.5,16.3,3.6,7800,1.872
1999-07-18,4.5,14.2,3.2,4590,1.1016
1999-07-19,1.7,15.1,3.4,4170,1.0008
1999-07-20,4.2,14.9,3.3,3230,0.7752
1999-07-21,4.2,13.7,3.1,3750,0.9
1999-07-22,1.3,13.6,3.1,4310,1.0344
1999-07-23,3,15.1,3.3,2730,0.6552
1999-07-24,1,17.2,3.6,2980,0.7152
1999-07-25,1.3,17.1,3.6,2980,0.7152
1999-07-26,0,13.3,3,2620,0.6288
1999-07-27,6.2,13.6,3,2500,0.6
1999-07-28,3.5,16.5,3.5,3230,0.7752
1999-07-29,2.6,18.2,3.7,4310,1.0344
1999-07-30,1,15.7,3.3,3490,0.8376
1999-07-31,0,14.9,3.2,2500,0.6
1999-08-01,1,16.2,3.4,2980,0.7152
1999-08-02,0,17.1,3.5,2980,0.7152
1999-08-03,0,18,3.6,3230,0.7752
1999-08-04,0,16.3,3.3,2500,0.6
1999-08-05,0,12,2.7,1840,0.4416
1999-08-06,0,12,2.6,1840,0.4416
1999-08-07,0,14.3,3,1840,0.4416
1999-08-08,0.1,16.3,3.3,1640,0.3936
1999-08-09,0,15.9,3.2,1640,0.3936
1999-08-10,0,15.6,3.1,1640,0.3936
1999-08-11,0,17.7,3.4,1300,0.312
1999-08-12,0,19.3,3.7,1200,0.288
1999-08-13,0,21.3,3.9,1000,0.24
1999-08-14,0,24.1,4.3,1000,0.24
1999-08-15,0,21.2,3.9,950,0.228
1999-08-16,0,21.3,3.9,850,0.204
1999-08-17,1.8,20.5,3.7,850,0.204
1999-08-18,0,19,3.5,850,0.204
1999-08-19,0,19.9,3.6,850,0.204
1999-08-20,0,20.9,3.7,750,0.18
1999-08-21,0,23.7,4.1,650,0.156
1999-08-22,10,22.9,4,650,0.156
1999-08-23,31.5,16.4,3,750,0.18
1999-08-24,3.1,14.9,2.8,4920,1.1808
1999-08-25,0.1,14.1,2.6,3230,0.7752
1999-08-26,1.1,15.3,2.8,1640,0.3936
1999-08-27,0.9,15.3,2.8,1200,0.288
1999-08-28,0,13.1,2.5,1100,0.264
1999-08-29,0,14.7,2.6,1100,0.264
1999-08-30,0,17.7,3,950,0.228
1999-08-31,8.2,20.4,3.4,850,0.204
1999-09-01,12.4,19.4,3.2,2500,0.6
1999-09-02,0.2,18.4,3,5500,1.32
1999-09-03,0.8,18,2.9,2730,0.6552
1999-09-04,1.1,16.8,2.8,2050,0.492
1999-09-05,2.5,16.4,2.7,1840,0.4416
1999-09-06,0,14.1,2.4,1800,0.432
1999-09-07,0.1,17.6,2.8,1400,0.336
1999-09-08,1.1,15.9,2.6,1200,0.288
1999-09-09,0,15.9,2.6,1200,0.288
1999-09-10,0,14.9,2.4,1000,0.24
1999-09-11,0,16.7,2.6,900,0.216
1999-09-12,0,21.1,3.1,900,0.216
1999-09-13,0,22,3.2,800,0.192
1999-09-14,0,22.1,3.2,800,0.192
1999-09-15,0,19.6,2.8,800,0.192
1999-09-16,0,22.5,3.1,800,0.192
1999-09-17,0,22.1,3,850,0.204
1999-09-18,0,21.5,3,745,0.1788
1999-09-19,0,20,2.8,745,0.1788
1999-09-20,0,20.8,2.8,650,0.156
1999-09-21,0,20.9,2.8,565,0.1356
1999-09-22,7.6,19.6,2.6,565,0.1356
1999-09-23,8.4,16.3,2.3,650,0.156
1999-09-24,1,13.8,2,960,0.2304
1999-09-25,23,13.1,1.9,960,0.2304
1999-09-26,29.4,13.9,1.9,7050,1.692
1999-09-27,0,9.8,1.5,8950,2.148
1999-09-28,0,8,1.3,4030,0.9672
1999-09-29,0,7.5,1.2,3230,0.7752
1999-09-30,0,8.6,1.3,2730,0.6552
1999-10-01,0.1,12.8,1.7,2270,0.5448
1999-10-02,0.2,12.2,1.7,2500,0.6
1999-10-03,0,13.4,1.7,2270,0.5448
1999-10-04,4.7,15.7,1.9,1840,0.4416
1999-10-05,9.4,15.3,1.9,1840,0.4416
1999-10-06,4.4,13.9,1.7,2500,0.6
1999-10-07,4.5,13,1.6,2980,0.7152
1999-10-08,1.6,11,1.4,2730,0.6552
1999-10-09,0,11.5,1.4,2730,0.6552
1999-10-10,9,12.8,1.5,2500,0.6
1999-10-11,0.6,6.7,1,2500,0.6
1999-10-12,2,7.7,1.1,2050,0.492
1999-10-13,10.8,10.7,1.3,1840,0.4416
1999-10-14,2,12.1,1.4,3290,0.7896
1999-10-15,3.6,16.2,1.7,2730,0.6552
1999-10-16,7.5,11.8,1.3,2270,0.5448
1999-10-17,0.4,8.2,1,2270,0.5448
1999-10-18,0,6.6,0.9,1640,0.3936
1999-10-19,0,10.5,1.2,1840,0.4416
1999-10-20,3.1,14.7,1.5,2050,0.492
1999-10-21,0,10.4,1.2,2050,0.492
1999-10-22,3.8,7.2,0.9,2050,0.492
1999-10-23,1.9,8,0.9,2270,0.5448
1999-10-24,0,5.8,0.8,2270,0.5448
1999-10-25,0.1,9.4,1,2050,0.492
1999-10-26,0,11.6,1.2,1840,0.4416
1999-10-27,0.8,18,1.6,1640,0.3936
1999-10-28,11.6,13,1.2,1640,0.3936
1999-10-29,0.6,10.4,1,2050,0.492
1999-10-30,0,9.9,1,2730,0.6552
1999-10-31,0,9.6,1,2980,0.7152
1999-11-01,0,9.1,0.9,1840,0.4416
1999-11-02,0,8.3,0.8,1640,0.3936
1999-11-03,0,6.1,0.7,1640,0.3936
1999-11-04,0,5.5,0.6,2050,0.492
1999-11-05,0,4.6,0.6,1440,0.3456
1999-11-06,0,4.5,0.6,1440,0.3456
1999-11-07,0,5,0.6,1640,0.3936
1999-11-08,3,6.7,0.7,1440,0.3456
1999-11-09,9.6,8.5,0.8,1640,0.3936
1999-11-10,1.4,7.7,0.7,3750,0.9
1999-11-11,0,6.4,0.7,2050,0.492
1999-11-12,7.6,9.4,0.8,1440,0.3456
1999-11-13,4.2,9.1,0.8,2270,0.5448
1999-11-14,1.2,4.3,0.5,2730,0.6552
1999-11-15,5.9,4.7,0.5,2270,0.5448
1999-11-16,3.2,10.4,0.8,2730,0.6552
1999-11-17,0,5.8,0.6,3230,0.7752
1999-11-18,0,2.9,0.4,2980,0.7152
1999-11-19,7.9,2.7,0.4,2730,0.6552
1999-11-20,2.2,4.5,0.5,4310,1.0344
1999-11-21,2.1,4.2,0.4,3750,0.9
1999-11-22,6.7,3.2,0.4,4590,1.1016
1999-11-23,8.7,3.1,0.4,5500,1.32
1999-11-24,0.5,1.8,0.3,6800,1.632
1999-11-25,0.8,1.6,0.3,5800,1.392
1999-11-26,15.9,0.7,0.3,5800,1.392
1999-11-27,6.8,1.7,0.3,10400,2.496
1999-11-28,3.3,2,0.3,10000,2.4
1999-11-29,0.3,0.2,0.3,8900,2.136
1999-11-30,0.1,0.2,0.3,8900,2.136
1999-12-01,0.9,0,0.2,8150,1.956
1999-12-02,0,-0.2,0.2,6450,1.548
1999-12-03,0,1.2,0.3,6450,1.548
1999-12-04,3.4,7.3,0.5,7100,1.704
1999-12-05,25.3,7.1,0.5,11200,2.688
1999-12-06,0.4,5.3,0.5,18800,4.512
1999-12-07,0,3,0.3,15900,3.816
1999-12-08,0,-0.1,0.2,14600,3.504
1999-12-09,0.3,-2.7,0.1,12900,3.096
1999-12-10,0,-3,0.1,11200,2.688
1999-12-11,0,-1.9,0.1,10400,2.496
1999-12-12,0.6,-1.9,0.1,9250,2.22
1999-12-13,1,-0.8,0.2,8150,1.956
1999-12-14,1.5,4,0.4,7800,1.872
1999-12-15,0.4,6.1,0.4,6800,1.632
1999-12-16,6.1,10.2,0.6,6800,1.632
1999-12-17,5.1,12.1,0.7,7450,1.788
1999-12-18,1.7,12.4,0.7,8900,2.136
1999-12-19,0,8.1,0.5,7800,1.872
1999-12-20,0,3.9,0.4,7100,1.704
1999-12-21,0,1,0.2,6800,1.632
1999-12-22,0.1,-0.6,0.2,6100,1.464
1999-12-23,0.2,-0.3,0.2,6100,1.464
1999-12-24,0.6,0.3,0.2,5200,1.248
1999-12-25,11.2,2.5,0.3,6450,1.548
1999-12-26,0.1,3.4,0.3,7800,1.872
1999-12-27,0,2.2,0.3,6800,1.632
1999-12-28,0,2,0.3,5800,1.392
1999-12-29,0,1.7,0.3,6100,1.464
1999-12-30,0,2,0.3,5500,1.32
1999-12-31,0.8,5.2,0.4,5500,1.32
2000-01-01,0.2,5.6,0.5,5200,1.248
2000-01-02,5.3,10.2,0.7,5200,1.248
2000-01-03,12.6,5.2,0.4,4880,1.1712
2000-01-04,0.2,8.1,0.6,8150,1.956
2000-01-05,1,9.8,0.6,7450,1.788
2000-01-06,3.4,7.3,0.5,7450,1.788
2000-01-07,2.4,3.4,0.4,7450,1.788
2000-01-08,4.5,0.8,0.3,7100,1.704
2000-01-09,2.6,5.6,0.5,7450,1.788
2000-01-10,5.2,6.2,0.5,8150,1.956
2000-01-11,1.4,2.8,0.4,8900,2.136
2000-01-12,0,-0.3,0.2,9650,2.316
2000-01-13,6,7.6,0.6,9650,2.316
2000-01-14,11.4,4.4,0.4,10000,2.4
2000-01-15,0,5,0.5,13700,3.288
2000-01-16,0.8,6.9,0.6,11200,2.688
2000-01-17,1.9,6.3,0.5,11200,2.688
2000-01-18,0.1,3.7,0.4,10800,2.592
2000-01-19,0,4.5,0.5,9650,2.316
2000-01-20,5.1,4.7,0.5,10000,2.4
2000-01-21,2.9,2.6,0.4,10000,2.4
2000-01-22,4.6,3.7,0.5,9250,2.22
2000-01-23,0.5,2.3,0.4,9250,2.22
2000-01-24,6.4,8.2,0.7,8500,2.04
2000-01-25,0.3,7.6,0.7,8500,2.04
2000-01-26,0,6.9,0.6,8500,2.04
2000-01-27,0.3,8.5,0.7,7800,1.872
2000-01-28,16.6,8.7,0.8,12400,2.976
2000-01-29,4.3,5.8,0.6,12000,2.88
2000-01-30,1.5,3.1,0.4,10800,2.592
2000-01-31,0.1,2.2,0.4,10400,2.496
2000-02-01,3.3,6.5,0.6,10800,2.592
2000-02-02,1.1,6,0.6,9650,2.316
2000-02-03,0.1,7,0.7,9250,2.22
2000-02-04,1.2,6.1,0.6,8500,2.04
2000-02-05,6.9,8.7,0.8,8150,1.956
2000-02-06,10.3,5.2,0.6,8900,2.136
2000-02-07,9.5,1.1,0.4,10800,2.592
2000-02-08,11.1,4.6,0.6,12400,2.976
2000-02-09,5.5,5.9,0.7,21200,5.088
2000-02-10,7.1,2.5,0.5,20700,4.968
2000-02-11,16.3,5.1,0.7,22300,5.352
2000-02-12,3.2,1.3,0.4,26000,6.24
2000-02-13,0,-0.3,0.3,23300,5.592
2000-02-14,0,1.7,0.5,20700,4.968
2000-02-15,0,3.9,0.6,19200,4.608
2000-02-16,0,4.6,0.7,18800,4.512
2000-02-17,0,-0.4,0.3,17300,4.152
2000-02-18,0,0.1,0.4,12000,2.88
2000-02-19,0,1.1,0.4,10800,2.592
2000-02-20,0,1.2,0.5,10000,2.4
2000-02-21,0,0.7,0.4,9250,2.22
2000-02-22,0,1.5,0.5,8500,2.04
2000-02-23,2.1,1.4,0.5,8500,2.04
2000-02-24,7.2,-1,0.3,8150,1.956
2000-02-25,3.7,-2.6,0.2,8150,1.956
2000-02-26,5.8,-2.9,0.2,7450,1.788
2000-02-27,0.5,-2,0.2,6800,1.632
2000-02-28,8.7,-1.1,0.3,5800,1.392
2000-02-29,8.9,-1.3,0.3,6800,1.632
2000-03-01,2.9,-2.5,0.2,6800,1.632
2000-03-02,0.7,-1.8,0.3,6100,1.464
2000-03-03,0,-2.1,0.2,3440,0.8256
2000-03-04,4.2,0.8,0.5,70,0.0168
2000-03-05,1.1,-1.5,0.3,135,0.0324
2000-03-06,13.4,-1,0.4,100,0.024
2000-03-07,7,2.9,0.7,3840,0.9216
2000-03-08,0.7,-0.2,0.4,4030,0.9672
2000-03-09,0,-1.6,0.3,2270,0.5448
2000-03-10,0.2,-0.1,0.5,1640,0.3936
2000-03-11,0.1,3.4,0.8,1260,0.3024
2000-03-12,0.9,4,0.9,1080,0.2592
2000-03-13,0.1,4.1,0.9,1440,0.3456
2000-03-14,0,3.7,0.9,1080,0.2592
2000-03-15,7.6,7.3,1.2,1260,0.3024
2000-03-16,12.1,8.2,1.3,3490,0.8376
2000-03-17,37.5,5.6,1.1,10800,2.592
2000-03-18,20.6,9,1.5,46300,11.112
2000-03-19,0.3,10.4,1.6,84000,20.16
2000-03-20,0.1,12.8,1.9,62000,14.88
2000-03-21,5,11.8,1.8,47700,11.448
2000-03-22,2.2,6.5,1.2,40800,9.792
2000-03-23,0.1,8.8,1.5,32700,7.848
2000-03-24,5.3,7.8,1.4,26300,6.312
2000-03-25,7.2,10,1.7,21800,5.232
2000-03-26,7.4,6,1.2,21400,5.136
2000-03-27,3.1,5,1.1,20400,4.896
2000-03-28,1.3,5.6,1.2,18600,4.464
2000-03-29,10.7,6.9,1.4,17300,4.152
2000-03-30,1.5,4.5,1.1,18600,4.464
2000-03-31,4.5,3.6,1,17300,4.152
2000-04-01,1.7,3.1,1,16900,4.056
2000-04-02,0,4.4,1.1,11700,2.808
2000-04-03,1.5,6.7,1.5,12000,2.88
2000-04-04,0.3,7.6,1.6,12000,2.88
2000-04-05,0.1,7.8,1.6,10200,2.448
2000-04-06,0.1,8.1,1.7,9550,2.292
2000-04-07,7,8.9,1.8,7900,1.896
2000-04-08,3.1,9.8,1.9,8850,2.124
2000-04-09,7.3,8.6,1.8,9550,2.292
2000-04-10,0.5,6.4,1.5,10200,2.448
2000-04-11,2.7,9.5,1.9,8550,2.052
2000-04-12,4.6,8.8,1.8,8850,2.124
2000-04-13,0,7.6,1.7,9550,2.292
2000-04-14,0,8,1.8,7550,1.812
2000-04-15,0,11.4,2.2,7250,1.74
2000-04-16,2.7,11.4,2.3,5500,1.32
2000-04-17,7.4,12,2.4,6050,1.452
2000-04-18,0.3,13.5,2.6,5500,1.32
2000-04-19,16.6,12.4,2.4,5500,1.32
2000-04-20,0,9.7,2.1,9550,2.292
2000-04-21,0,9.4,2.1,6950,1.668
2000-04-22,0,11.9,2.4,6050,1.452
2000-04-23,3.9,9.9,2.1,5800,1.392
2000-04-24,0,9.3,2.1,5250,1.26
2000-04-25,0,8.3,2,4710,1.1304
2000-04-26,2,9.2,2.1,5250,1.26
2000-04-27,6.2,8.3,1.9,4710,1.1304
2000-04-28,0,7.6,1.9,5500,1.32
2000-04-29,0.5,8.4,2,4970,1.1928
2000-04-30,0,10.1,2.3,4450,1.068
2000-05-01,21.2,11.4,2.5,4200,1.008
2000-05-02,14.4,9.5,2.2,7250,1.74
2000-05-03,3.8,10,2.3,8200,1.968
2000-05-04,2.7,10.8,2.4,7250,1.74
2000-05-05,0,12.5,2.7,6350,1.524
2000-05-06,0.3,14.4,3,5800,1.392
2000-05-07,4.1,16.2,3.3,5800,1.392
2000-05-08,15.9,13.9,3,5500,1.32
